nct_id,titulo,estado,fase,todas_fases,tipo,sponsor,condicion,todas_condiciones,fecha_inicio,año_inicio
NCT06191315,Efficacy and Safety of Subcutaneous Dupilumab in Participants With Asthma/Asthmatic Wheeze Aged 2 to <6 Years (LIBERTY ASTHMA TREKIDS),RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Sanofi,Wheezing,Wheezing; Asthma,2024-01-03,2024.0
NCT04122976,A Study in Which Non-metastatic Castration-resistant Prostate Cancer (nmCRPC) Patients for Whom a Decision to Treat With Darolutamide Has Been Made Before Enrollment Are Observed and Certain Outcomes Are Described,ACTIVE_NOT_RECRUITING,NO APLICA,NO APLICA,OBSERVATIONAL,Bayer,Prostate Cancer,Prostate Cancer,2020-01-30,2020.0
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Vaccines,"Meningitis, Meningococcal","Meningitis, Meningococcal",2007-03,2007.0
NCT05445778,"Mirvetuximab Soravtansine With Bevacizumab Versus Bevacizumab as Maintenance in Platinum-sensitive Epithelial Ovarian, Fallopian Tube, or Peritoneal Cancer",RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,AbbVie,Ovarian Cancer,Ovarian Cancer; Peritoneal Cancer; Fallopian Tube Cancer,2023-03-15,2023.0
NCT00216190,A Safety and Efficacy Study of Dexmedetomidine in ICU Patients Requiring Continuous Sedation,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,"Hospira, now a wholly owned subsidiary of Pfizer",Mechanically Ventilated and Intubated Subjects,Mechanically Ventilated and Intubated Subjects,2005-03,2005.0
NCT02075008,Long-term Safety Study of QGE031 in Patients With Allergic Asthma Who Completed Study CQGE031B2201,TERMINATED,PHASE2,PHASE2,INTERVENTIONAL,Novartis Pharmaceuticals,Asthma,Asthma,2014-03-27,2014.0
NCT06143891,"A Study to Test an Oral Medicine, Belumosudil, in Combination With Corticosteroids in Participants at Least 12 Years of Age With Newly Diagnosed Chronic Graft Versus Host Disease.",ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Sanofi,Chronic Graft Versus Host Disease,Chronic Graft Versus Host Disease,2024-01-23,2024.0
NCT05487235,"A Study to Evaluate the Safety, Pharmacokinetics, and Activity of GDC-1971 in Combination With Atezolizumab in Participants With Locally Advanced or Metastatic Solid Tumors",COMPLETED,PHASE1,PHASE1,INTERVENTIONAL,"Genentech, Inc.",Advanced Solid Tumors,Advanced Solid Tumors; Metastatic Solid Tumors,2022-08-17,2022.0
NCT04929210,A Study of Guselkumab Administered Subcutaneously in Bio-naive Participants With Active Psoriatic Arthritis Axial Disease,ACTIVE_NOT_RECRUITING,PHASE4,PHASE4,INTERVENTIONAL,"Janssen Research & Development, LLC","Arthritis, Psoriatic","Arthritis, Psoriatic",2021-08-30,2021.0
NCT00503113,A Study of Bonviva (Ibandronate) and Alendronate on Renal Function in Postmenopausal Women With Osteoporosis at High Risk for Renal Disease.,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Hoffmann-La Roche,Post-Menopausal Osteoporosis,Post-Menopausal Osteoporosis,2007-07,2007.0
NCT04677543,Validation of Patient Reported Outcome Measures in Participants With Nontuberculous Mycobacterial Lung Infection Caused by Mycobacterium Avium Complex,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Insmed Incorporated,"Mycobacterium Infections, Nontuberculous","Mycobacterium Infections, Nontuberculous",2020-12-22,2020.0
NCT01131676,BI 10773 (Empagliflozin) Cardiovascular Outcome Event Trial in Type 2 Diabetes Mellitus Patients (EMPA-REG OUTCOME).,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Boehringer Ingelheim,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",2010-07,2010.0
NCT00735397,Evaluation of the Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Eisai Inc.,Epilepsy,Epilepsy,2008-10,2008.0
NCT00949910,An Expanded Access Program of Tarceva (Erlotinib) in Participants With Advanced Non-Small Cell Lung Cancer (NSCLC),COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Hoffmann-La Roche,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,2004-11,2004.0
NCT04910685,(HARBOR) Study to Evaluate Efficacy and Safety of BLU-263 Versus Placebo in Patients With Indolent Systemic Mastocytosis,RECRUITING,PHASE2,PHASE2; PHASE3,INTERVENTIONAL,Blueprint Medicines Corporation,Indolent Systemic Mastocytosis,Indolent Systemic Mastocytosis; Smoldering Systemic Mastocytosis,2021-11-30,2021.0
NCT00734591,Follow-Up Study for Exubera,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Pfizer,Diabetes Mellitus,Diabetes Mellitus,2008-08,2008.0
NCT03567291,Evaluation of Safety and Tolerability of Long-term TEV-50717 (Deutetrabenazine) for Treatment of Tourette Syndrome in Children and Adolescents,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,"Teva Branded Pharmaceutical Products R&D, Inc.",Tourette Syndrome,Tourette Syndrome,2018-05-25,2018.0
NCT03204318,SPIRIT 1: Efficacy and Safety Study of Relugolix in Women With Endometriosis-Associated Pain,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Myovant Sciences GmbH,Endometriosis Related Pain,Endometriosis Related Pain,2017-12-07,2017.0
NCT02376790,Etanercept and Methotrexate in Combination or as Monotherapy in Psoriatic Arthritis,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Amgen,Psoriatic Arthritis,Psoriatic Arthritis,2015-03-03,2015.0
NCT03315143,Effect of Sotagliflozin on Cardiovascular and Renal Events in Participants With Type 2 Diabetes and Moderate Renal Impairment Who Are at Cardiovascular Risk,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Lexicon Pharmaceuticals,Heart Failure,Heart Failure; Type 2 Diabetes Mellitus; Chronic Kidney Diseases,2017-12-19,2017.0
NCT01023308,Panobinostat or Placebo With Bortezomib and Dexamethasone in Patients With Relapsed Multiple Myeloma,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Multiple Myeloma,Multiple Myeloma,2009-12-21,2009.0
NCT01422876,Efficacy and Safety of Empagliflozin (BI 10773) / Linagliptin (BI 1356) Fixed Dose Combination in Treatment naïve and Metformin Treated Type 2 Diabetes Patients,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Boehringer Ingelheim,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",2011-08,2011.0
NCT02404350,"Study to Demonstrate the Efficacy (Including Inhibition of Structural Damage), Safety and Tolerability up to 2 Years of Secukinumab in Active Psoriatic Arthritis",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Psoriatic Arthritis,Psoriatic Arthritis,2015-08-31,2015.0
NCT01232491,Impact of Dietary Intervention on Weight Change in Subjects With Type 2 Diabetes,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Novo Nordisk A/S,Diabetes,"Diabetes; Diabetes Mellitus, Type 2",2010-10-29,2010.0
NCT04592913,Assessing Durvalumab and FLOT Chemotherapy in Resectable Gastric and Gastroesophageal Junction Cancer,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Gastrointestinal Neoplasms,Gastrointestinal Neoplasms; Esophagogastric Junction,2020-11-17,2020.0
NCT02941926,Study to Assess the Safety and Efficacy of Ribociclib (LEE011) in Combination With Letrozole for the Treatment of Men and Pre/Postmenopausal Women With HR+ HER2- aBC,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Breast Cancer,Breast Cancer,2016-11-30,2016.0
NCT03085797,Effect of Mepolizumab in Severe Bilateral Nasal Polyps,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,GlaxoSmithKline,Nasal Polyps,Nasal Polyps,2017-05-25,2017.0
NCT01040715,Immunogenicity and Safety of TNFa Kinoid in Rheumatoid Arthritis With Secondary Resistance to TNFa Antagonists,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Neovacs,Rheumatoid Arthritis,Rheumatoid Arthritis,2009-12,2009.0
NCT02773368,A Clinical Trial Comparing Glycaemic Control and Safety of Insulin Degludec/Liraglutide (IDegLira) Versus Insulin Glargine (IGlar) as add-on Therapy to SGLT2i in Subjects With Type 2 Diabetes Mellitus,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novo Nordisk A/S,Diabetes,"Diabetes; Diabetes Mellitus, Type 2",2016-05-23,2016.0
NCT04376580,Use of the Nasal Cannula During COVID-19,UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Tiva Group,COVID 19,COVID 19,2020-04-30,2020.0
NCT01711359,A Study in Participants With Moderate to Severe Rheumatoid Arthritis,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Eli Lilly and Company,Rheumatoid Arthritis,Rheumatoid Arthritis,2012-11,2012.0
NCT05301959,Efficacy of Percutaneous Electrolysis in the Treatment of Achilles Tendinopathy,RECRUITING,NA,NA,INTERVENTIONAL,Maimonides University,Achilles Tendinopathy,Achilles Tendinopathy,2023-07-01,2023.0
NCT04233879,"Study of Doravirine/Islatravir (DOR/ISL 100 mg/0.75 mg) to Evaluate the Antiretroviral Activity, Safety, and Tolerability in Treatment-Naïve Participants With Human Immunodeficiency Virus Type 1 (HIV-1) Infection (MK-8591A-020)",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Merck Sharp & Dohme LLC,HIV-1 Infection,HIV-1 Infection,2020-02-28,2020.0
NCT00090103,Benign Prostatic Hyperplasia Trial With Dutasteride And Tamsulosin Combination Treatment,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,GlaxoSmithKline,Prostatic Hyperplasia,Prostatic Hyperplasia,2003-11,2003.0
NCT02152761,Study of Efficacy and Safety of Bimagrumab in Patients After Hip Fracture Surgery,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Novartis Pharmaceuticals,Muscle Wasting (Atrophy) After Hip Fracture Surgery,Muscle Wasting (Atrophy) After Hip Fracture Surgery,2014-09-16,2014.0
NCT06230224,A Trial to Learn How Effective and Safe Odronextamab is Compared to Standard of Care for Adult Participants With Previously Treated Aggressive B-cell Non-Hodgkin Lymphoma,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Regeneron Pharmaceuticals,B-Cell Non-Hodgkin Lymphoma (B-NHL),B-Cell Non-Hodgkin Lymphoma (B-NHL),2024-02-15,2024.0
NCT06131424,NIS Study Determining Prevalence of HER2-low in Metastatic Breast Cancer Patients,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,AstraZeneca,HER2-negative,HER2-negative,2024-04-23,2024.0
NCT03486873,Long-term Safety and Efficacy Extension Study for Participants With Advanced Tumors Who Are Currently on Treatment or in Follow-up in a Pembrolizumab (MK-3475) Study (MK-3475-587/KEYNOTE-587),RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Merck Sharp & Dohme LLC,Solid Tumors,Solid Tumors; Hematologic Malignancies,2018-08-21,2018.0
NCT06863272,A Clinical Study of Ifinatamab Deruxtecan Based Treatment Combinations or as Monotherapy to Treat Metastatic Castrate Resistant Prostate Cancer (mCRPC) (MK-2400-01A/IDeate-Prostate02),RECRUITING,PHASE1,PHASE1; PHASE2,INTERVENTIONAL,Merck Sharp & Dohme LLC,Castration-Resistant Prostatic Cancer,Castration-Resistant Prostatic Cancer; Metastasis,2025-07-03,2025.0
NCT04534205,"A Clinical Trial Investigating the Safety, Tolerability, and Therapeutic Effects of BNT113 in Combination With Pembrolizumab Versus Pembrolizumab Alone for Patients With a Form of Head and Neck Cancer Positive for Human Papilloma Virus 16 and Expressing the Protein PD-L1",RECRUITING,PHASE2,PHASE2; PHASE3,INTERVENTIONAL,BioNTech SE,Unresectable Head and Neck Squamous Cell Carcinoma,Unresectable Head and Neck Squamous Cell Carcinoma; Metastatic Head and Neck Cancer; Recurrent Head and Neck Cancer,2021-01-07,2021.0
NCT01777256,"An Adaptive Phase II Study to Evaluate the Efficacy, Pharmacodynamics, Safety and Tolerability of GSK2586184",TERMINATED,PHASE2,PHASE2,INTERVENTIONAL,GlaxoSmithKline,Systemic Lupus Erythematosus,Systemic Lupus Erythematosus,2013-03-01,2013.0
NCT00434369,5-Fluorouracil Combined With CoFactor (5-10 Methylenetetrahydrofolate) in Treating Advanced Breast Cancer Patients,UNKNOWN,PHASE2,PHASE2,INTERVENTIONAL,"Mast Therapeutics, Inc.",Breast Cancer,Breast Cancer,2006-02,2006.0
NCT05915702,A Study to Compare How Well Gadoquatrane Works and Its Safety With an Already Available Contrast Agent for MRI in People With Known or Suspected Brain or Spinal Cord-related Problems,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Bayer,Contrast Enhancement in Magnetic Resonance Imaging,Contrast Enhancement in Magnetic Resonance Imaging; Central Nervous System Pathology,2023-07-24,2023.0
NCT00322595,Efficacy and Safety Study of Seroquel SR in the Treatment of Generalized Anxiety Disorder,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Generalized Anxiety Disorder,Generalized Anxiety Disorder,2006-05,2006.0
NCT01056354,Respiratory Virus Outpatient Study (FLU 002 Plus),COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,University of Minnesota,Influenza and Other Novel Respiratory Viruses,Influenza and Other Novel Respiratory Viruses,2009-08,2009.0
NCT00110877,TMC114-C214: Trial of TMC114 Administered With Low Dose Ritonavir (RTV) in HIV-1 Infected Treatment Experienced Patients,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,"Tibotec Pharmaceuticals, Ireland",HIV Infection,HIV Infection,2005-04,2005.0
NCT01358357,Bipolar Maintenance Study of Lurasidone Adjunctive to Lithium or Divalproex,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,"Sumitomo Pharma America, Inc.",Bipolar I Disorder,Bipolar I Disorder,2011-06,2011.0
NCT01395901,Safety and Efficacy of Palonosetron IV to Prevent Postoperative Nausea and Vomiting in Pediatric Patients,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Helsinn Healthcare SA,Postoperative Nausea and Vomiting,Postoperative Nausea and Vomiting,2011-06,2011.0
NCT03626545,Phase III Study Evaluating Efficacy and Safety of Canakinumab in Combination With Docetaxel in Adult Subjects With Non-small Cell Lung Cancers as a Second or Third Line Therapy,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Non-Small-Cell Lung,Non-Small-Cell Lung,2019-01-23,2019.0
NCT05591222,Study of Daxdilimab (HZN-7734) in Participants With Moderate-to-Severe Primary Discoid Lupus Erythematosus,TERMINATED,PHASE2,PHASE2,INTERVENTIONAL,Amgen,Discoid Lupus Erythematosus,Discoid Lupus Erythematosus,2022-12-29,2022.0
NCT04627337,Efficacy and Safety of Saccharomyces Boulardii in the Treatment of Small Intestinal Bacterial Overgrowth,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Centro de Educación Medica e Investigaciones Clínicas Norberto Quirno,Irritable Bowel Syndrome,Irritable Bowel Syndrome,2017-02-01,2017.0
NCT00157339,Safety and Efficacy of Inhaled Insulin in Patients With Diabetes and Asthma or COPD,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Eli Lilly and Company,Diabetes Mellitus,"Diabetes Mellitus; Asthma; Pulmonary Disease, Chronic Obstructive",2005-08,2005.0
NCT00760877,Nilotinib Versus Standard Imatinib (400/600 mg Every Day (QD)) Comparing the Kinetics of Complete Molecular Response for Chronic Myelogenous Leukemia in Chronic Phase (CML-CP) Pts With Evidence of Persistent Leukemia by Real-time Quantitative Polymerase Chain Reaction (RQ-PCR),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,CHRONIC MYELOGENOUS LEUKEMIA,CHRONIC MYELOGENOUS LEUKEMIA,2009-06,2009.0
NCT00504075,A Study to Find How Safe and Effective GAMMAPLEX® is in Subjects With Chronic Idiopathic Thrombocytopenic Purpura (ITP),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Bio Products Laboratory,Chronic Idiopathic Thrombocytopenic Purpura,Chronic Idiopathic Thrombocytopenic Purpura,2007-09,2007.0
NCT06427395,Open-Label Extension Study of Saroglitazar Magnesium in Participants With Primary Biliary Cholangitis,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Zydus Therapeutics Inc.,Primary Biliary Cholangitis,Primary Biliary Cholangitis,2024-07-16,2024.0
NCT03144557,Efficacy of an Education Protocol in the Correction of Inhalation Techniques in COPD,COMPLETED,NA,NA,INTERVENTIONAL,Hospital Italiano de Buenos Aires,COPD,COPD; Education,2017-01-02,2017.0
NCT02832245,Computerized Registry of Patients With Venous Thromboembolism (RIETE),RECRUITING,NO APLICA,NO APLICA,OBSERVATIONAL,Manuel Monreal,Venous Thromboembolism,Venous Thromboembolism,2001-03,2001.0
NCT03734939,Health and Cardiovascular Risk Factors in Slums.,UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Fundacion GESICA,Cardiovascular Risk Factor,Cardiovascular Risk Factor; Cardiovascular Diseases,2018-11-07,2018.0
NCT05686070,"A Study to Test Asundexian for Preventing a Stroke Caused by a Clot in Participants After an Acute Ischemic Stroke or After a High-risk Transient Ischemic Attack, a So-called Mini Stroke",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Bayer,Prevention of Ischemic Stroke,Prevention of Ischemic Stroke; Acute Non-cardioembolic Ischemic Stroke; High-risk Transient Ischemic Attack,2023-01-26,2023.0
NCT01042769,A Study With Aleglitazar in Patients With a Recent Acute Coronary Syndrome and Type 2 Diabetes Mellitus,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Hoffmann-La Roche,Diabetes Mellitus Type 2,Diabetes Mellitus Type 2,2010-02,2010.0
NCT02497469,An Efficacy and Safety Study of Vedolizumab Intravenous (IV) Compared to Adalimumab Subcutaneous (SC) in Participants With Ulcerative Colitis,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Takeda,"Colitis, Ulcerative","Colitis, Ulcerative",2015-06-29,2015.0
NCT03530254,Clinical Study of PGT-A Versus PGT-A+ERA,TERMINATED,NA,NA,INTERVENTIONAL,Igenomix,Infertility of Uterine Origin,Infertility of Uterine Origin,2018-05-28,2018.0
NCT06980805,"A Study to Assess the Safety, Tolerability, and Efficacy of IMVT-1402 in Participants With Cutaneous Lupus Erythematosus (CLE)",RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,Immunovant Sciences GmbH,Subacute Cutaneous Lupus Erythematosus,Subacute Cutaneous Lupus Erythematosus; Chronic Cutaneous Lupus Erythematosus,2025-02-19,2025.0
NCT02465515,"Effect of Albiglutide, When Added to Standard Blood Glucose Lowering Therapies, on Major Cardiovascular Events in Subjects With Type 2 Diabetes Mellitus",COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,GlaxoSmithKline,Diabetes Mellitus,Diabetes Mellitus,2015-07-01,2015.0
NCT01939925,Communicating Evidence From Systematic Reviews to the Public,COMPLETED,NA,NA,INTERVENTIONAL,Norwegian Knowledge Centre for the Health Services,Adult,Adult,2009-05,2009.0
NCT05255991,Multinational Study of Efficacy and Safety of Inhaled Treprostinil in Subjects With Idiopathic Pulmonary Fibrosis,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,United Therapeutics,Idiopathic Pulmonary Fibrosis,Idiopathic Pulmonary Fibrosis; Interstitial Lung Disease,2022-10-04,2022.0
NCT00667810,Study Evaluating The Efficacy And Safety Of Bapineuzumab In Alzheimer Disease Patients,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Pfizer,Alzheimer Disease,Alzheimer Disease,2008-06,2008.0
NCT00355524,"A Phase 2 Study to Evaluate Pharmacokinetics, Safety and Efficacy of TMC114/Ritonavir (Rtv) in Human Immunodeficiency Virus (HIV)-1 Infected Children and Adolescents",COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,"Tibotec Pharmaceuticals, Ireland",HIV-1,HIV-1; HIV Infections,2006-06,2006.0
NCT03992417,Observational Study of Patients Receiving Dupixent® for Atopic Dermatitis (AD),ACTIVE_NOT_RECRUITING,NO APLICA,NO APLICA,OBSERVATIONAL,Sanofi,Dermatitis Atopic,Dermatitis Atopic,2019-06-11,2019.0
NCT01490450,Psoriatic Arthritis Dose Ranging Study for BMS-945429 in Subjects Who Are Not Responding to NSAIDs or Non-biologic Disease Modifying Anti-rheumatic Drugs (DMARDs) Therapy,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,CSL Behring,"Arthritis, Psoriatic","Arthritis, Psoriatic",2011-12,2011.0
NCT05857397,A Collaborative Trial of Niraparib to Evaluate Patients With Ovarian Cancer in the Expanded Access Program in Latin America,ACTIVE_NOT_RECRUITING,NO APLICA,NO APLICA,OBSERVATIONAL,Latin American Cooperative Oncology Group,Ovarian Cancer,Ovarian Cancer,2023-07-21,2023.0
NCT03496623,A Phase 3 Adaptive Study to Evaluate the Safety and Efficacy of Inhaled Treprostinil in Participants With Pulmonary Hypertension (PH) Due to Chronic Obstructive Pulmonary Disease (COPD),TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,United Therapeutics,Pulmonary Hypertension,Pulmonary Hypertension; Chronic Obstructive Pulmonary Disease,2018-05-08,2018.0
NCT00220740,Immune Globulin Intravenous (IGIV) For Chronic Inflammatory Demyelinating Polyneuropathy (CIDP),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Grifols Therapeutics LLC,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating","Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",2004-04,2004.0
